Text,Year,Journal Name,DOI,Label
"We have performed numerical simulations using the standard rate equations model for two emitter and receiver lasers unidi rectionally coupled. The equations for the slowly varying am plitude of the electric field E(t) and the carrier number N(t) , assuming single-mode operation and low to moderate feedback strengths, read",2009.0,Security Implications of Open- and Closed-Loop Receivers in All-Optical Chaos-Based Communications,01-Apr-09,1
"To address this issue, a layered neural network approach has been introduced for password authentication [9]. As described in [9], each user is assigned a specific binary integer vector (e.g., [0, 0, 1, 1]). A collection of these binary vectors, alongside user IDs and encrypted passwords, is used to train the layered neural network. Once training is complete, only the neural network’s weight parameters are stored online for authentication purposes. During authentication, the system retrieves these stored weights, processes the user’s ID and encrypted password through the neural network, and verifies whether the output matches the assigned binary vector.",,Password Authentication Using Hopfield Neural Networks,,0
"Cyber events, originating from information systems, represent occurrences that do not invariably culminate in incidents; however, events that align with predetermined or anomaly-derived symptomatic profiles generate alerts, and the aggregation of multiple alerts may precipitate an incident classification; the European NIS directive, a contemporary regulatory framework, defines an incident within the context of network information systems as ""any event affecting the availability, integrity, or confidentiality of networks and information systems (used in the provision of the essential service) that has a significant impact on the continuity of the essential service itself"" [12], thereby establishing a clear delineation between events, alerts, and incidents within the realm of cybersecurity.",,,,0
"Currently, there are three primary wind turbine technologies used in the industry. The first is the squirrel-cage induction generator, which is the simplest type. It regulates turbine blade pitch based on wind speed to keep the turbine running at a nearly constant speed. The second type is the double-fed induction generator, where the stator winding is directly connected to the grid, and the rotor winding is linked to a back-to-back voltage-source converter. This converter modulates the rotor current frequency to allow variable-speed operation. The third type is the direct-drive synchronous generator, where the rotor and generator are mechanically connected without the use of a gearbox.",,System Impact Study for the Interconnection of Wind Generation and Utility System,,0
"The goal is to maximize the expected total benefit to society, considering both the likelihood of different events and the initial state of the system. We treat electricity demand as responsive to price, and societal benefit is calculated as the value consumers receive minus the costs incurred by producers. The objective function includes the societal benefit before any unexpected events, the societal benefit after each potential event, the costs of generators adjusting their output, and the costs associated with cutting off electricity supply to consumers. The societal benefit after each event is weighted by the probability of that event occurring. To simplify calculations, we ignore the combined probability of multiple independent events happening simultaneously, as these probabilities are very small.",,Optimal Power Flow With Expected Security Costs,,0
"This section demonstrates the feasibility of a market with bilateral contracts. It highlights the importance of implementing a ""local supplementary control"" on each generator participating in the bilateral market. If certain technical conditions are met, each generator can utilize a closed-loop load-following controller.",,Feasibility of a Bilateral Market for Load Following,,0
"Similar to the approach in [7], this note also examines the impulsive control of nonlinear systems. A new comparison theorem is first established, which serves as the foundation for deriving less restrictive stability conditions for impulsive systems with fixed-time impulses. These findings are subsequently applied to design impulsive control laws for a specific category of nonlinear systems. The proposed method is applicable to a broader range of nonlinear systems and can enhance existing techniques in chaotic secure communication and chaotic spread spectrum communication [8]–[13].",,Multiaccess Optical Chaos Communication Using Mutually Coupled Semiconductor Lasers Subjected to Identical External Injections,,0
"The inherent security vulnerabilities of Internet of Things (IoT) devices, attributable to inadequate cybersecurity measures, necessitate the prompt identification and detection of compromised endpoints; while machine learning (ML) models have demonstrated efficacy in network device monitoring, their reliance on identical training and testing data renders them susceptible to performance degradation upon encountering minor data variations; this study investigates a transferability approach predicated on transductive transfer learning for IoT device profiling and identification, a technique that explicitly assigns labels to target domain test data by leveraging the target domain's test feature space and source domain training data; specifically, a three-component system is proposed, encompassing device type identification, vulnerability assessment, and visualization, wherein the identification component employs transductive transfer learning for model transfer to remote testing environments; a comparative evaluation of diverse ML models, utilizing accuracy, precision, recall, and F1-score metrics, is conducted to determine optimal candidates for transferability profiling; subsequent vulnerability assessment, employing Vulners, the National Vulnerability Database (NVD), and IBM X-Force databases, is performed on predicted device types; and the resulting vulnerability data is visualized on a dashboard.

",,,,0
"Cybersecurity is vital for organizational integrity and security in today's digital landscape, where cyberattacks are increasingly frequent and sophisticated. Robust measures and compliance with legal and ethical standards not only strengthen defenses but also maintain stakeholder trust and avoid legal repercussions. Failure to meet regulatory requirements can lead to data breaches, network intrusions, reputational damage, financial penalties, service disruptions, and even threats to human life. Organizations must prioritize cybersecurity as a business imperative by adopting proactive strategies, aligning with regulations, and optimizing their workforce to mitigate risks and ensure long-term success.


",,,,0
"In a Conditional Access System (CAS), security primarily relies on the scrambling algorithm and the key distribution scheme. Since digital TV broadcasting involves high data rates and strict real-time processing requirements, CAS typically employs symmetric encryption algorithms to scramble the program stream. Due to the frequent changes in the private encryption key (Control Word, CW), attackers often target the key distribution process rather than the scrambling algorithm itself.Therefore, securely distributing the descrambling key to authorized subscribers is a crucial function that directly impacts the effectiveness of the CAS. In this paper, we propose a four-level key architecture for key distribution in CAS, based on a grouping access control mechanism. The proposed scheme enhances security while significantly reducing encryption computation. Additionally, it is highly scalable, efficiently handling subscriber additions and removals.The rest of the paper is structured as follows: Section 2 reviews related work on key distribution for CAS. Section 3 details the proposed key distribution scheme. Section 4 presents a comparison with existing methods and analyzes security aspects. Finally, Section 5 provides conclusions.",2004.0,A Scalable Key Distribution Scheme for Conditional Access System in Digital Pay-TV System,02-May-04,0
"Various fault location techniques have been developed recently [3]?[7], but they often rely on specific power system conditions and configurations. This can lead to inaccurate results when these conditions change, driving ongoing research to overcome these limitations. To address this, MTI has developed an enhanced fault location system. This new system utilizes a reactance-based approach, relying on data from a single transmission line end, and assumes input data is obtained from a digital fault recorder.",2001.0,A NEW TRANSMISSION LINE FAULT LOCATING SYSTEM,04-Oct-01,0
"Building on this foundational analysis, we established controlled experimental conditions to simulate real-world attack scenarios. Our test bed configuration (Figure 2) features a **Balise Transmission Module (BTM)** mounted on a wooden stand within a semi-anechoic chamber, precisely positioned 50 cm above a simulated Balise to replicate standard operational geometry. Initial validation using a magnetic sniffer and spectrum analyzer confirmed successful **telegram exchanges** between the BTM and Balise during normal operation, as captured in Figure 3. This controlled environment enables systematic vulnerability testing while maintaining reproducibility of the rail signaling system's electromagnetic communication parameters? critical prerequisite for evaluating both conventional operation and potential attack vectors under laboratory conditions that mirror field deployment.",,,,0
"An effective reserve policy must consider how various factors impact system frequency to ensure secure dispatch. Typically, the load-frequency sensitivity factor (LFSF) is used to assess network behavior after a contingency. Some reserve scheduling methods for isolated power systems have incorporated the system's LFSF and frequency bias response coefficients (FBRCs) to enhance scheduling.",,Role and Value of Pumped Storage Units in an Ancillary Services Market for Isolated Power Systems—Simulation in the Taiwan Power System,,0
"This paper introduces a new feature to the Facility Cybersecurity Framework (FCF) [3] tool suite, the Network Defense
Training Game (NDTG). The novel contributions of this tool
include: 1) developed and demonstrated gamification-based
cybersecurity training for the resilience of OT in critical
infrastructure facilities, 2) modeled real-world industrial control system (ICS) cyberattack scenarios applying the NICE
Framework workforce roles as defined by the National Institute of Standards and Technology (NIST), and 3) designed
and depicted the implementation of autonomous cyberattacks
to create an adaptive response to the player?s decisions to
facilitate formative learning. The primary research question
involved in making these contributions is.
",2022.0,"Gamification of Cybersecurity for Workforce
Development in Critical Infrastructure
",25-Oct-22,1
"The following sections will emphasize the cybersecurity challenges faced by two types of manufacturing systems 4.0: CNC machine tools, representative of subtractive manufacturing, and 3-D printers, indicative of additive manufacturing. As Industry 4.0 technologies become more prevalent, these systems are increasingly vulnerable to various cyber threats, including malware, denial of service attacks, and unauthorized access, which exploit the expanded attack surfaces created by interconnected devices. The article will also provide an overview of existing methodological solutions for assessing the impact of cyber-attacks within this context, drawing on frameworks such as the National Institute of Standards and Technology (NIST) asset/impact-oriented approach to evaluate the business implications of cybersecurity breaches. Given that the manufacturing sector is one of the most attacked industries, understanding these challenges and their potential impacts on production processes is crucial for developing effective cybersecurity strategies in modern manufacturing environments",,,,0
"By providing market signals for end-use consumers to enable
them to adjust their loads, consumers can shift away their loads
from high market prices when the power systems are stressed.
Demand-response program based upon real-time electricity
pricing can be a proper solution to link both supply-wholesale
and demand-retail markets.",2009.0,AMI SYSTEM FOR THE DEREGULATED ELECTRICITY MARKETS,06-Dec-09,1
"Since the 1970s, the framework of control centers has shifted from a closed, monolithic structure to a more open, networked environment. Recently, the adoption of standardized protocols has encouraged utilities to transition to Internet Protocol (IP)-based systems for wide-area communication. This standardization has reduced deployment costs and improved system upgradeability across vendors. However, tighter integration also introduces new vulnerabilities. Risks associated with connecting SCADA systems to the Internet are well-documented [2]. As cyber threats grow, ensuring secure information exchange between power entities becomes increasingly challenging [3]. The growing reliance on Internet-based communication further amplifies the significance and complexity of this issue. Raising security awareness and providing personnel training for supervisory control systems are critical [4], [5]. A recent report comparing various security guidelines and standards highlights the essential elements of cybersecurity for SCADA systems [6]. The cybersecurity technologies outlined in [7] focus on enhancing defensive measures. Recent research emphasizes modeling security interdependencies, including deliberate sabotage, and improving power system information architecture and communication interactions [8]–[10]. Developing SCADA test beds is an effective way to identify vulnerabilities in power infrastructure cybersecurity [11]–[13]. Reference [14] introduces a novel approach using wireless sensor technology to assess the mechanical health of transmission systems. Quantitative techniques for analyzing system interdependencies are discussed in [15]. Additionally, model-based attack-detection techniques [16] are used to identify anomalies and detect malicious electronic signatures.",,Vulnerability Assessment of Cybersecurity for SCADA Systems,,0
"To address this issue, a layered neural network approach has been suggested for password authentication [9]. As described in [9], each user is assigned a unique binary integer vector (e.g., [0, 0, 1, 1]). A collection of these integer vectors, along with corresponding user IDs and encrypted passwords, is used to train the layered neural network. Once trained, only the neural network's weights are stored online as a reference for authentication. During authentication, the system retrieves these weights, inputs the user’s ID and encrypted password into the neural network, and checks if the output matches the expected binary integer vector.",,Password Authentication Using Hopfield Neural Networks,,0
"Inertial seismometers translate ground motion into electrical signals, but unlike position sensors, their output isn't simply proportional to the motion's amplitude. Instead, their response is influenced by both the amplitude and the speed of the motion. This necessitates a restoring force to keep the seismic mass in place. However, during slow ground movements, the mass moves with the seismometer, resulting in a significantly reduced output signal, even for large displacements. This behavior effectively turns the inertial seismometer into a high-pass filter for ground shifts, which must be accounted for during signal reconstruction. Therefore, a key challenge in seismology is developing seismic detectors that provide strong output signals for both rapid and gradual ground motions, irrespective of the motion's speed, similar to how position sensors function.",2007.0,NEW PRINCIPLE OF OPERATION SEISMIC DETECTOR OF NANO-SCALE VIBRATIONS,02-Jun-07,0
"In order to prepare for the coming of electric-power market,
an AMI system with bidirectional communication has been
proposed in this paper. It enables utilities to work in a costeffective manner and deliver the flexible pricing options that
the market demands. The adoption of advanced multicommunication media, such as advanced GSM and GPRS, enable
the AMI system to collect the meter data quickly and automatically with accuracy. The system can integrate into any
existing billing and management system to reduce the labor
cost and increase meter-reading accuracy. The statistical load
usage and profile can help customers manage their energy consumption and consumption pattern. When available, it will also
be able to provide real-time pricing for the customer. This will
be a very important installation for future deregulated utility
industry.",2009.0,AMI SYSTEM FOR THE DEREGULATED ELECTRICITY MARKETS,06-Dec-09,1
"The Delphi processes establish a crucial foundation for developing educational cybersecurity assessment tools that offer evidence-based insights to help educators engage, inform, and retain cybersecurity students while shaping effective curricula. By providing structured guidance, these assessments aim to prepare future professionals for careers in the field. The numerical ratings generated through these processes serve as a valuable resource for prioritizing key concepts, aiding in the design of curricula, learning exercises, educational materials, and policy development to enhance cybersecurity education.
",,,,0
"The rapid expansion of electric vehicles (EVs) has brought user privacy to the forefront of concerns. A significant challenge arises during the charging process or when users engage with software to manage their vehicles. Vehicle actuators collect sensitive information, and any breach of this data threatens user privacy. Potential leaks of information such as location, identity, payment details, and driving patterns can pose serious risks to privacy. For example, a study highlighted in explored various methods addressing privacy challenges in EVs and smart grids, while another research in focused on the privacy issues specific to EVs and Electric Vehicle Supply Equipment (EVSEs).",,,,0
"The evolving GenAI tools have been a double-edge sword
in cybersecurity, benefiting both the defenders and the attackers. The GenAI tools like ChatGPT can be used by cyber
defenders to safeguard the system from malicious intruders.
These tools leverage the information from LLMs trained on
the massive amount of cyber threat intelligence data that
includes vulnerabilities, attack patterns, and indications of
attack. Cyber defenders can use this large sum of information
to enhance their threat intelligence capability by extracting
insights and identifying emerging threats [18]. The GenAI
tools can also be used to analyze the large volume of log
files, system output, or network traffic data in case of cyber
incidence. This allows defenders to speed up and automate
the incident response process. GenAI driven models are
also helpful in creating a security-aware human behavior
by training the people for growing sophisticated attacks.
GenAI tools can also aid in secured coding practices, both
by generating the secure codes and producing test cases
to confirm the security of written code. Additionally, LLM
models are also helpful to develop better ethical guidelines to
strengthen the cyber defense within a system
",2023.0,"From ChatGPT to ThreatGPT: Impact of
Generative AI in Cybersecurity and Privacy
",01-Aug-23,1
"Finally, regarding the Italian blackout on September 28, 2003, Carson's question allows me to confirm that the AVR line-drop compensation was operating in the Northwest part of Italy instead of the SVR, due to the activation of the new SCADA/EMS system at the Regional Dispatcher control room. Recent studies have shown that, aside from the line overcharging process, the wasting phenomenon would have been stopped, thus preventing generator tripping due to low voltage and the general blackout, if the SVR had been operating in that wide area near the border with France.",2006.0,Closure of The Coordinated Automatic Voltage Control of the Italian Transmission Grid,01-Feb-06,0
"Primary Surveillance Radar (PSR) determines the azimuth and slant range of targets without embedding data in the transmitted signal, making it resistant to message injection or modification using commonly available Software-Defined Radio (SDR) transmitters. Additionally, PSR operates with a high-power transmitted signal, making jamming significantly challenging. While PSR can still be jammed using extremely high transmission power, such attacks require advanced equipment typically available only to military entities. Due to these factors, cybersecurity threats related to PSR are not covered in detail in this study.",,,,0
"StealthNet is a U.S. Army-funded Live-Virtual-Constructive (LVC) platform designed for cyber-related testing, evaluation, and training on tactical networks. It features emulation models of various cyber threats, including jamming, DDoS attacks, and worm propagation, to assess their impact on military communication systems. A key capability of StealthNet is its simulation models for wireless tactical networks, allowing for LVC co-simulation, which enhances cybersecurity training by providing realistic scenarios tailored to military operations.
",,,,0
"While previous sections explained how traded quantities and TSCs are determined in a single iteration, the actual trading process unfolds over multiple iterations. This iterative approach serves as an alternative to the spot market for short-term contracts. For instance, the TSP can establish a time window during which agents submit bids for transmission in the day-ahead power market. Throughout this period, multiple iterations of the trading process (as described in Section II-B) may take place, allowing agents to adjust their trades as needed by engaging with different trading partners.",,Transmission Pricing of Distributed Multilateral Energy Transactions to Ensure System Security and Guide Economic Dispatch,,0
"The relationship between students? self-efficacy and perseverance and career consideration is well understood; selfperceptions of ability are a strong predictor of career
choice. However, very little is known about how
self-efficacy in cybersecurity changes over time and if these
changes are different for males and females. With a more
complete understanding of cybersecurity self-efficacy and
engagement trends, instructors may be better equipped to tailor activities to encourage optimal engagement and learning
in students, both male and female.",2018.0,"Cybersecurity Interventions for Teens: Two
Time-Based Approaches",27-Nov-18,1
"We apply our proposed scheme to audio watermarking in the time domain. In our experiments, we use a 44.1 kHz, 16-bit resolution audio clip (jazz music). The reference watermarks consist of four independently generated random noise signals, which are then shaped in the discrete Fourier transform (DFT) domain to match the magnitude spectrum of the cover audio, ensuring inaudibility while maximizing detectable energy.
The private keys are 1000 m-sequences, each of length 1023, as specified in Section II. The audio sequence is divided into frames of length 
a is a scaling factor ensuring the watermark remains inaudible. The same embedding watermark is used for every set of 32 consecutive frames. To test robustness, the marked audio signal undergoes a 96-kb/s MP3 compression and decompression process as an example of potential attacks.",2004.0,ASYMMETRIC WATERMARKING SYSTEM,03-Mar-04,0
"With the advancement of vehicle-to-vehicle (V2V) and vehicle-to-infrastructure (VII) technologies, road infrastructure can be enhanced to utilize vehicles for more efficient traffic management. For instance, vehicle-to-roadside communication, already employed for automatic toll collection, could be expanded to collect real-time data on vehicle speed, location, and travel routes. These technologies could lead to an advanced traffic highway system (Figure 7), where vehicles transition from passive users to active sensors and actuators, contributing to a sophisticated traffic management network.",,Scanning Advanced Automobile Technology,,0
"Our contribution is threefold. Firstly, this article revises existing curricular recommendations from esteemed institutions focused on cybersecurity training and education. Secondly, by utilizing the SPARTA Cybersecurity Skills Framework (CSF), we have established connections between cybersecurity skills and recognized work roles in the job market. These established links enable us to analyze a sample of 89 study programs, providing a comprehensive overview of the current state of cybersecurity education. Finally, our analyses serve as both an instrument and a catalyst for designing higher education study programs in cybersecurity through the development of a cybersecurity curricula designer tool. This tool is intended to assist educational institutions in creating curricula that not only align with industry needs but also reflect best practices in cybersecurity education, thereby enhancing the quality and relevance of training provided to future professionals in the field.
",,,,0
"Each power plant has unique production costs influenced by factors such as unit size, fuel type, location, and age. As energy demand rises during daily operations, the market clearing price increases until it aligns with the production cost of the most expensive supply. In cases of supply shortages—whether real or artificial—prices can skyrocket due to inelastic demand, forcing consumers to accept whatever price suppliers bid. During California’s 2000 power crisis, the Independent System Operator (ISO) imposed price caps to address market power concerns. However, energy prices quickly aligned with these caps, creating a leader-follower dynamic without effective incentives. The ISO’s imposition of blackouts indirectly introduced a form of retail price elasticity. Even under normal conditions, the market can be manipulated to inflate prices. For instance, a market participant with multiple plants in one state might bid one plant’s output at an excessively high price to drive up overall auction prices.",,Leader-Follower Framework for Control of Energy Services,,0
": These are carried out by crafting emails that appear legitimate and
transmitting them to legitimate systems, with the intent
of having the na?e end users click a link and divulge
personal information. Such attacks exploit social engineering principles, wherein emails are made to appear
legitimate to end users, luring them to trust them. Spear
phishing is defined as a carefully designed attack that
involves a thorough background search carried out by
the malicious actor on susceptible victims, for subsequent drafting of emails that appear to be very legitimate, with the ??from?? field often containing trusted
email addresses.
",2020.0,"Harnessing Artificial Intelligence Capabilities
to Improve Cybersecurity",20-Jan-20,1
"With the intensive use of the Internet, wireless communication, smart devices, IP protocols, and sensor networking, an
increasing number of network-based objects have been involved
in the so-called Internet of Things (IoT) cybersecurity. The goal
of IoT cybersecurity is to reduce cybersecurity risk for organizations and users by protecting IoT assets and privacy [18].
IoT cybersecurity has become a major concern for companies,
which need to comply with a certain number of standards and
laws to achieve a high degree of cybersecurity. In this scenario,
traditional protocols and protection mechanisms designed for
devices with low levels of scalability, integrity, and operability
are no longer effective; new methodologies and technologies
need to be developed to meet the security, privacy, and reliability requirements of the IoT [19]. For example, blockchain
technology can provide companies with a robust and strong
cybersecurity solution and a high level of privacy protection",2021.0,"Cybersecurity Challenges for Manufacturing Systems
4.0: Assessment of the Business Impact Level",16-Jun-21,1
"Harmonized standards deliver detailed technical specifications that satisfy essential requirements within European Union legal frameworks. These standards operate uniformly across all EU member states, superseding any contradictory national standards. When properly implemented, harmonized standards create a presumption of conformity with legal requirements. This mechanism allows manufacturers and service providers to demonstrate their products and services comply with relevant EU legislation by adhering to these standards. It's important to note that only those harmonized standards officially referenced and published in the Official Journal of the European Union (OJEU) carry legal recognition and provide this presumption of conformity, enabling streamlined compliance across the European single market.",,,,0
"The Taiwan Power (Taipower) transmission system frequently relies on the heavy transfer of electricity from major low-cost generation sources in the central and southern regions to the northern load centers. Following a significant blackout in 1999, the implementation of Special Protection Systems (SPS) was considered to address extreme scenarios. A defense strategy, incorporating three SPS to mitigate angle instability, overloads, and voltage instability in specific transmission areas, was examined. Additionally, a wide-area SPS was planned for deployment and operation in 2006.",2006.0,A Risk-Based Contingency Selection Method for SPS Applications,02-May-06,0
"The system located the fault at 67.28 miles from the station, with a maximum and minimum locations at 67.36 and
66.33 miles. Experience has shown that the actual fault is
always located within the maximum and minimum calculated
fault distances. The error in the fault distance estimate, from the
reported value, was 0.27%. The results include the maximum
rms currents during the fault and the corresponding voltage
for each of the monitored phases of the faulted transmission.
Also the impedance of the faulted line up to the fault location,
including the line angle is reported by the fault locating system.
The duration of the fault was estimated by the system to be
97.76 milliseconds.",2001.0,A NEW TRANSMISSION LINE FAULT LOCATING SYSTEM,04-Oct-01,1
"The structure of this document is delineated as follows: Section II presents a review of existing literature, examining the application of gamification within educational contexts and its potential for enhancing cybersecurity training methodologies; Section III articulates the utilization of gamification in workforce development, alongside the identification of key factors contributing to the fortification of cybersecurity within facility-related control systems; Section IV provides a comprehensive exposition of the game mechanics employed in the Network Defense Training Game (NDTG); Section V furnishes a practical use case illustrating the application of these methodologies; Section VI analyzes the aforementioned use case scenario, demonstrating the NDTG's efficacy in cyber-workforce development; and, finally, Section VII provides a concluding summary of the document's findings and implications.
",,,,0
"Conditional Access Systems (CAS) employ content scrambling using dynamic control words to restrict unauthorized access to broadcast programs. Legitimate subscribers utilize a combination of set-top boxes (STBs) and smart cards to decrypt content, with service providers managing subscriptions through smart card distribution. Due to the unidirectional nature of digital TV broadcasts, authentication occurs locally between the STB and smart card rather than through online verification with the head-end. This localized security mechanism becomes critical since vulnerabilities in their communication could enable piracy methods like McCormac Hack (intercepting and redirecting smart card data to unauthorized STBs) and smart card cloning (duplicating legitimate cards for illicit access). These exploits allow unauthorized decryption of scrambled content, resulting in significant financial losses estimated at $100 million annually for media providers.",,Secure Communication between Set-top Box and Smart Card in DTV Broadcasting,,0
"At the present time, there are at least three main wind turbine technologies among industry. The first one is the squirrel-cage induction generator which is the simplest one. Based on the wind speed, this type of wind turbine dynamically adjusts the pitch of the turbine blades to maintain the turbine in the prox imity of a constant speed. Second is the double-fed induction generator; the stator winding of this generator is coupled with the system grid, and rotor winding is connected to a back-to back voltage-source converter. The converter adjusts the fre quency of the rotor feeding current to enable variable-speed op eration. The third structure of wind turbine technology is the direct-drive synchronous generator. The rotor and generator are coupled directly without gear box.",2004.0,System Impact Study for the Interconnection of Wind Generation and Utility System,15-Oct-04,1
"The Essential Cybersecurity Controls (ECC), introduced by the National Cybersecurity Authority (NCA) of Saudi Arabia, establish a unified cybersecurity baseline applicable to all government entities, vital sectors, and digital service providers. These controls are meticulously crafted to address a wide spectrum of cyber risks and vulnerabilities, ensuring that organizations can effectively withstand and respond to cyber incidents. The ECC framework consists of five main domains, 29 subdomains, and 114 specific controls designed to enhance the cybersecurity posture of organizations across various sectors. By implementing these controls, organizations not only strengthen their defenses but also align themselves with national regulations, thereby fostering a secure and resilient cyber environment essential for protecting critical national infrastructure and maintaining public trust.


",,,,0
"This article investigates the relationship between critical data protection and its business impact, applying the impact assessment methodology by Corallo et al. [11]. Based on the NIST asset/impact-oriented approach, the methodology evaluates cybersecurity breach consequences in networked manufacturing machines within an Industry 4.0 context. The study focuses on aeronautical component manufacturing, where smart devices connect multiple machines, making data security crucial. Protecting the confidentiality, integrity, and availability of this data is essential to safeguarding strategic company knowledge.",,,,0
"The global demand for cybersecurity experts encouraged standard bodies and governments to monitor the workforce requirements constantly and to initiate framework developments. Moreover, these initiatives resulted in work role frameworks and comprehensive reports on workforce needs. Next, we present a review of the initiatives that are most relevant to this work.
",,,,0
"Equation (3) calculates the deviation of an individual interruptible load group's (ILG) incentive rate from the overall average. As illustrated in Figure 1, the weighted function approaches one when an ILG's incentive rate is near the average. If an ILG's incentive rate is higher than the average, the weighted function increases the objective function, thus decreasing the probability of that ILG being interrupted. Conversely, when an ILG's incentive rate is lower than the average, the weighted function decreases the objective function, making that ILG more likely to be interrupted. Essentially, the system favors interrupting ILGs with lower incentive rates to maintain a balanced distribution.",2004.0,A MODEL REFERENCE ADAPTIVE CONTROL STRATEGY FOR INTERRUPTIBLE LOAD MANAGEMENT,01-Feb-04,0
"Several areas still require further study. We need to identify the network conditions under which the revenue-maximization goal fails and understand the behavior of the charge-minimization goal. Another area of concern is grid expansion. We know our method encourages grid expansion by increasing capacity, as the TSP benefits from higher line capacity. However, we haven't addressed the potential for excessive grid expansion that could lead to increased congestion fees. The topic of transmission expansion is left for future research. A particularly interesting question concerns the degree of market power held by large end-users in our method compared to a bundled, centralized market, assuming all other factors are equal. This critical question will determine how truly separate transmission service is from energy service, and it is reserved for future research.",,Transmission Pricing of Distributed Multilateral Energy Transactions to Ensure System Security and Guide Economic Dispatch,,0
"This paper proposes a key exchange protocol with mutual authentication, based on Schnorr's signature and a one-way hash function, to secure communication between STBs and smart cards. This protocol consists of five phases: registration, login, mutual authentication, key agreement, and CW transmission. The secure communication process is illustrated in Figure 3.",,Secure Communication between Set-top Box and Smart Card in DTV Broadcasting,,0
"The NIST Cybersecurity Framework (CSF, 2018) [20] provides a standardized, metrics-driven approach for organizations to integrate cybersecurity into broader risk management strategies, offering adaptable guidelines applicable across industries to assess and improve security postures consistently. While the CSF excels in establishing baseline practices and benchmarking cybersecurity maturity, it does not function as a dedicated incident response playbook?aying foundational principles rather than tactical steps for addressing specific cyber threats or attack scenarios. This distinction positions the CSF as a strategic governance tool while highlighting the need for complementary, incident-specific protocols to operationalize its risk reduction objectives during crises.

",,,,0
"Random number generators (RNGs) using white noise, such as thermal noise or the shot noise of Si devices, are already commercially available [1]. Although they can generate high quality random numbers, the scale of such RNGs is large be cause thermal noise is essentially so weak that the noise signal must be greatly amplified. Therefore, they are not suitable for use in mobile devices. In contrast, small-amplification RNGs using the dual-oscillator technique have also been proposed [2], [3]. However, these random numbers maintain a bit-to-bit cor relation, therefore, they need post-processing, which causes an unstable bit rate.",2004.0,Physical Random Number Generator Based on MOS Structure After Soft Breakdown,08-Aug-04,1
"Regarding the BPA's use of advanced high-side voltage control with cross-current compensation, my comment is as follows: If the controlled voltage is between the EHV bus and the stator edge of the generator, the results are interesting but not optimal in terms of system support and voltage stability. Moreover, when these regulators are extensively applied, they still require coordination of their set-points through a wide-area voltage regulator to avoid incorrect reactive power flow and to enhance stability. Therefore, the need for SVR increases with the higher achievement of high-side voltage control.",2006.0,Closure of The Coordinated Automatic Voltage Control of the Italian Transmission Grid,01-Feb-06,0
"In addition to the primary fault scenarios, other realistic fault scenarios, such as redirecting the load of a nonfault feeder, are generated based on real fault simulation data. This data is modified by replacing current measurements of a nonfault feeder with zero values. A total of 168 real faults with a nonfault feeder out of service and 108 simulated faults with amplified single- or three-phase current are created to evaluate the performance of the proposed Probabilistic Neural Network (PNN).",2007.0,Context Information-Based Cyber Security Defense of Protection System,03-Jul-07,0
"Modulating the digital time-delay element disrupts traditional cracking methods. Published attacks often use average mutual information (AMI) to estimate fixed time delays from chaotic signals. By alternating the delay (e.g., switching between 60 and 45 seconds every 10 seconds via an FPGA), attackers cannot pinpoint a consistent delay or system parameters. This approach, detailed further in Section V, complicates parameter extraction and strengthens system security.",,Enhancing the Security of Delayed Differential Chaotic Systems With Programmable Feedback,,0
"Cyber attacks directed at smart grids are classifiable as passive or active. Passive attacks, encompassing activities such as spying, eavesdropping, and traffic analysis, target system information without direct resource impact. Conversely, active attacks, including malware and Denial of Service (DoS), aim to modify data and information, frequently resulting in severe consequences. Attack vectors documented in literature commonly identify vulnerabilities at the monitoring device level, substation level, or through remote access, with False Data Injection Attacks (FDIA) recognized as the most prevalent and challenging threat due to its extensive impact.
",,,,0
"During the user verification process, the user and the authentication server generate a session key, which encrypts all files transmitted to the storage device via the USB interface. As a result, all files stored on the USB device remain encrypted. Once file transmission is complete, USB access is restricted until the next successful authentication.
To decrypt a file later, the user must undergo the same verification process and obtain the same agreement key to retrieve the original file. This agreement key is uniquely generated based on both the filename and the user?s identity, ensuring that different users or files have distinct keys. Additionally, to enhance security and maintain key independence, the system deletes the temporarily stored agreement key from the user?s device immediately after encryption or decryption.",2010.0,A Secure Control Protocol for USB Mass Storage Devices,04-Nov-10,0
"Additionally, the problem of poor skills is exacerbated by the
transient nature of volunteers thereby diluting the effect of any
training that may be provided. The close involvement of SEs
with often disadvantaged and vulnerable individuals makes them
even more susceptible to social engineering attacks, which are
inherently hard to protect against [67], [93]. Collectively, this
evidences RQ1 by highlighting that owner-managers recognize that the uniqueness of SEs may make them vulnerable
to cyberattack, particularly those that are predicated upon a
social-engineering approach.",2019.0,"Antecedents of Cybersecurity Implementation:
A Study of the Cyber-Preparedness
of U.K. Social Enterprises",10-Jun-19,1
"The foundation of our proposed attack is having access to multiple images with known digests and the use of the same secret mapping function for authenticating those images. The SARI system creators may have anticipated such an attack, as they suggested including the mean value of the DCT in each selected position for all blocks in the digest. However, this approach doesn't completely prevent the attack but only makes it somewhat more challenging. The attacker must now meet two requirements when altering the image: maintaining the DCT coefficient relationships as in the original and ensuring the mean of the DCT coefficients remains unchanged after tampering. Adding the mean value has minimal usefulness and only increases the size of an already excessively long digest.",,On the Security of the Digest Function in the SARI Image Authentication System,,0
